cpgIsland	IwtAP2R4a	IwtAP6c	IWTAPB	IAP89	IAP89B	IAPA	log2FoldChange	pvalue	padj	DynamicallyDetected
chr10_128337602_128338095	0	0	0	0	0.978561739	6.56455373	3.319635438	0.350434139	NA	
chr10_128376744_128377541	0	0	0	0	7.828493908	4.544691044	4.032298496	0.187261845	NA	
chr10_128458564_128459458	0	0	0	2.21806516	6.84993217	2.019862686	3.87295716	0.093341602	NA	
chr10_128459651_128459860	0	0	0	6.654195479	0	8.584416416	4.317381684	0.157743727	NA	
chr10_128525060_128525800	0	0	6.836975344	0	5.382089562	2.019862686	0.136398973	0.957637491	NA	
chr10_128547283_128548018	0	6.894142631	13.67395069	0	0	1.009931343	-4.131881765	0.071558787	NA	
chr10_128565283_128566452	0	0	0	0	4.892808693	6.56455373	3.921697702	0.205744459	NA	
chr10_128589595_128590569	6.718461468	1.149023772	1.367395069	4.436130319	0.978561739	5.049656715	0.213401489	0.881053301	NA	
chr10_128626155_128626554	0	9.192190175	2.734790138	1.10903258	0.489280869	1.009931343	-2.264147718	0.199520856	NA	
chr10_128668967_128669418	0	3.447071316	0	12.19935838	2.446404346	0.504965672	2.025309721	0.334782286	NA	
chr10_128704529_128705218	0	0	0	0	7.828493908	0	3.370946185	0.391063551	NA	
chr10_128743785_128744155	0	0	0	0	6.84993217	3.029794029	3.708888954	0.250741817	NA	
chr10_128747783_128748685	0	2.298047544	0	0	6.84993217	2.524828358	1.962744066	0.442543232	NA	
chr10_128821444_128822073	3.359230734	0	2.734790138	5.545162899	1.957123477	0.504965672	0.377228381	0.831049906	NA	
chr10_128891065_128891677	0	0	0	0	4.403527824	8.079450745	4.04470482	0.185517024	NA	
chr10_128923104_128923546	0	6.894142631	0	0	0	4.544691044	-0.598080669	0.866177157	NA	
chr10_128933615_128934211	0	1.149023772	4.102185207	5.545162899	4.892808693	5.554622387	1.572557307	0.254785188	NA	
chr11_3202282_3203193	0	8.043166403	1.367395069	3.327097739	6.84993217	0	0.084812338	0.967867963	NA	
chr11_3265989_3266686	0	1.149023772	4.102185207	2.21806516	3.914246954	0	0.205019509	0.925511069	NA	
chr11_3289165_3291061	0	0	1.367395069	6.654195479	3.424966085	4.544691044	3.283851257	0.06757811	NA	
chr11_3331816_3332496	0	2.298047544	0	0	1.467842608	4.039725372	1.20949699	0.658671738	NA	
chr11_3408802_3409339	0	1.149023772	1.367395069	3.327097739	1.957123477	5.049656715	1.967424623	0.243534926	NA	
chr11_3452179_3452683	0	3.447071316	0	2.21806516	2.446404346	1.514897015	0.751124326	0.709411282	NA	
chr11_3648596_3649551	0	1.149023772	0	1.10903258	5.871370431	7.574485073	3.316354555	0.092688549	NA	
chr11_3863606_3863857	0	0	0	6.654195479	3.914246954	7.574485073	4.569420859	0.018030783	NA	
chr11_3913417_3913970	0	1.149023772	2.734790138	2.21806516	3.424966085	3.534759701	1.216741119	0.440208126	NA	
chr11_4096554_4096905	0	6.894142631	0	5.545162899	0.978561739	1.514897015	0.133458441	0.948302505	NA	
chr11_4118464_4118842	0	2.298047544	0	6.654195479	2.446404346	4.039725372	2.360772182	0.194213654	NA	
chr11_4135223_4135533	0	9.192190175	0	0	4.403527824	4.039725372	-0.124753797	0.95979458	NA	
chr11_4160219_4160617	0	0	5.469580276	0	2.446404346	4.544691044	0.376257887	0.883593356	NA	
chr11_4186642_4187203	5.038846101	0	0	14.41742354	1.467842608	1.009931343	1.787610379	0.394773673	NA	
chr11_4266612_4267106	0	2.298047544	9.571765482	2.21806516	3.914246954	4.039725372	-0.218647784	0.881132288	NA	
chr11_4594212_4594952	0	0	1.367395069	3.327097739	4.892808693	4.544691044	3.113051676	0.089012527	NA	
chr11_4637621_4637919	0	10.34121395	1.367395069	1.10903258	2.935685216	8.584416416	0.096048883	0.954167057	NA	
chr11_4745938_4746987	0	0	0	2.21806516	9.296336516	5.049656715	4.455274786	0.032942319	NA	
chr11_4848796_4849787	0	3.447071316	0	3.327097739	1.957123477	1.514897015	0.867414415	0.663717868	NA	
chr11_4895282_4895833	0	0	5.469580276	4.436130319	1.957123477	2.524828358	0.678927797	0.723570948	NA	
chr11_4946996_4948241	0	1.149023772	4.102185207	5.545162899	6.360651301	6.059588058	1.745301809	0.196981237	NA	
chr11_4986840_4987274	0	0	1.367395069	4.436130319	2.446404346	6.059588058	3.121598311	0.094218578	NA	
chr11_5057945_5058535	0	13.78828526	0	1.10903258	3.914246954	2.524828358	-0.873626687	0.666152269	NA	
chr11_5061391_5062326	10.0776922	0	0	2.21806516	6.360651301	4.544691044	0.439050498	0.818341355	NA	
chr11_5098460_5099696	0	2.298047544	5.469580276	3.327097739	4.892808693	2.019862686	0.372184727	0.797848829	NA	
chr11_5261162_5262087	0	0	2.734790138	1.10903258	3.914246954	4.039725372	1.746589806	0.385443481	NA	
chr11_5443960_5445415	0	0	4.102185207	3.327097739	7.339213039	2.524828358	1.686391831	0.355958336	NA	
chr11_5520598_5521782	0	1.149023772	0	0	5.871370431	1.514897015	2.340012474	0.391559334	NA	
chr11_5541743_5542349	1.679615367	2.298047544	0	5.545162899	4.403527824	0.504965672	1.35497324	0.44348544	NA	
chr11_5707307_5707799	0	2.298047544	0	9.981293218	5.871370431	1.009931343	2.731208418	0.157142749	NA	
chr11_5740728_5741332	0	4.596095088	0	1.10903258	6.360651301	3.029794029	1.143774044	0.560552807	NA	
chr11_5762028_5762460	0	3.447071316	0	2.21806516	4.403527824	0	0.890686307	0.74410182	NA	
chr11_5788219_5788827	0	3.447071316	2.734790138	0	1.467842608	4.039725372	-0.148037018	0.940939	NA	
chr11_5837355_5838079	0	1.149023772	0	11.0903258	1.467842608	3.029794029	3.357322101	0.090664185	NA	
chr11_5878003_5878493	0	3.447071316	1.367395069	8.872260638	2.935685216	0	1.216829559	0.565864933	NA	
chr11_6064996_6066085	0	0	0	9.981293218	8.317774778	3.534759701	4.830699175	0.010901712	NA	
chr11_6199825_6200401	0	0	1.367395069	16.6354887	0.489280869	2.019862686	3.658432769	0.096388974	NA	
chr11_6267407_6267896	6.718461468	5.74511886	5.469580276	0	0.978561739	1.009931343	-2.987308925	0.02955828	NA	
chr11_6274191_6274450	15.1165383	1.149023772	0	7.763228058	0.978561739	0	-0.925381616	0.680259098	NA	
chr11_6274673_6275009	0	2.298047544	5.469580276	7.763228058	1.957123477	0	0.26458076	0.898827856	NA	
chr11_6291320_6292275	0	1.149023772	9.571765482	4.436130319	1.467842608	1.009931343	-0.698729054	0.68502237	NA	
chr11_6389594_6389970	0	0	0	1.10903258	3.914246954	1.009931343	2.998082345	0.278302161	NA	
chr11_6444021_6444762	6.718461468	2.298047544	1.367395069	1.10903258	1.957123477	1.009931343	-1.289144598	0.368444052	NA	
chr11_6528548_6528932	5.038846101	5.74511886	6.836975344	2.21806516	1.957123477	1.009931343	-1.810722115	0.109929042	NA	
chr11_6547034_6547252	0	3.447071316	0	0	7.339213039	0	1.072724826	0.764922	NA	
chr11_6605463_6605768	0	0	0	19.96258644	0.489280869	0.504965672	4.760972818	0.071598822	NA	
chr11_6625740_6626394	1.679615367	2.298047544	1.367395069	9.981293218	0.978561739	3.029794029	1.318528803	0.375121717	NA	
chr11_8624300_8624839	0	2.298047544	0	7.763228058	5.871370431	2.019862686	2.61771352	0.148223755	NA	
chr11_8664109_8664649	0	0	1.367395069	1.10903258	6.360651301	2.524828358	2.776111594	0.182111237	NA	
chr11_9010914_9011323	0	3.447071316	2.734790138	3.327097739	3.914246954	0.504965672	0.263904491	0.87487348	NA	
chr11_11685304_11686481	0	3.447071316	0	3.327097739	5.382089562	4.544691044	1.84476515	0.286727245	NA	
chr11_16507843_16508363	6.718461468	5.74511886	0	2.21806516	3.914246954	0.504965672	-0.901745423	0.582152207	NA	
chr11_16752214_16753080	16.79615367	1.149023772	0	1.10903258	1.957123477	1.514897015	-1.92091079	0.278600866	NA	
chr11_16951076_16951424	0	0	0	16.6354887	0	0.504965672	4.476065803	0.176464313	NA	
chr11_17159070_17159983	1.679615367	18.38438035	0	2.21806516	2.935685216	0.504965672	-1.855533491	0.299549645	NA	
chr11_17211326_17211726	0	0	0	24.39871675	0	1.009931343	5.047063286	0.101395892	NA	
chr11_17257527_17257808	0	0	0	1.10903258	3.914246954	1.009931343	2.998082345	0.278302161	NA	
chr11_17953288_17953984	1.679615367	13.78828526	1.367395069	0	1.467842608	0.504965672	-2.981454321	0.093920265	NA	
chr11_18871459_18871945	0	0	0	5.545162899	2.935685216	8.584416416	4.484346849	0.025824146	NA	
chr11_19019691_19020072	0	1.149023772	2.734790138	6.654195479	5.871370431	0.504965672	1.691163967	0.333796455	NA	
chr11_19020492_19020766	0	0	13.67395069	0	3.914246954	0	-1.778486234	0.59547314	NA	
chr11_19924379_19925902	0	0	0	14.41742354	2.446404346	1.514897015	4.566596531	0.041991246	NA	
chr11_20112370_20113193	0	6.894142631	5.469580276	1.10903258	2.935685216	1.514897015	-1.148889009	0.449684542	NA	
chr11_20248921_20249712	0	1.149023772	5.469580276	4.436130319	2.446404346	3.534759701	0.617297564	0.68289423	NA	
chr11_20332037_20333104	0	1.149023772	2.734790138	5.545162899	2.935685216	1.009931343	1.208818711	0.47336482	NA	
chr11_20532162_20532553	0	0	0	0	3.424966085	5.049656715	3.488381501	0.294409641	NA	
chr11_20542499_20543770	1.679615367	2.298047544	0	3.327097739	1.467842608	7.069519401	1.568457561	0.33580787	NA	
chr11_20631785_20632570	0	3.447071316	0	0	5.382089562	1.514897015	0.973001944	0.711989789	NA	
chr11_20740857_20741948	0	4.596095088	0	1.10903258	5.871370431	1.009931343	0.757048459	0.721501745	NA	
chr11_21091237_21091960	0	0	0	0	10.76417912	0	3.827413069	0.329359366	NA	
chr11_21238584_21239663	0	0	2.734790138	3.327097739	6.84993217	2.524828358	2.21646818	0.230749502	NA	
chr11_21370442_21371489	0	0	2.734790138	2.21806516	1.467842608	3.534759701	1.396452256	0.492789364	NA	
chr11_21571824_21572470	0	8.043166403	0	2.21806516	1.467842608	1.009931343	-0.841840796	0.686460538	NA	
chr11_21996655_21997043	0	0	0	0	20.06051564	2.019862686	4.863537477	0.096144493	NA	
chr11_22002804_22003059	0	0	1.367395069	4.436130319	1.467842608	3.534759701	2.648424668	0.185079029	NA	
chr11_22286516_22287124	0	0	0	17.74452128	0	4.544691044	4.858680665	0.097368928	NA	
chr11_22981956_22982373	3.359230734	0	5.469580276	3.327097739	2.446404346	1.514897015	-0.277909776	0.857413228	NA	
chr11_22990520_22991100	0	1.149023772	0	0	4.892808693	0.504965672	1.890112101	0.527653303	NA	
chr11_23008253_23008693	0	1.149023772	0	3.327097739	1.467842608	2.524828358	2.281713008	0.272655151	NA	
chr11_23067721_23068189	0	3.447071316	0	2.21806516	3.424966085	5.049656715	1.54920514	0.399507321	NA	
chr11_23255140_23256357	0	1.149023772	0	5.545162899	2.935685216	3.534759701	2.998647457	0.108459299	NA	
chr11_23305844_23307266	0	0	5.469580276	0	7.828493908	1.009931343	0.709133454	0.789024704	NA	
chr11_23497515_23497931	0	3.447071316	0	8.872260638	0.978561739	3.534759701	1.837885464	0.345379432	NA	
chr11_23498117_23498359	0	0	0	8.872260638	2.935685216	2.019862686	4.157366312	0.058416337	NA	
chr11_23665437_23666438	0	0	2.734790138	3.327097739	3.914246954	2.019862686	1.748984562	0.361807531	NA	
chr11_23770520_23771541	1.679615367	0	0	5.545162899	2.935685216	2.524828358	2.865689488	0.132094219	NA	
chr11_23894646_23895356	5.038846101	1.149023772	0	0	1.467842608	2.524828358	-0.531934701	0.802679	NA	
chr11_24076383_24077912	10.0776922	4.596095088	0	3.327097739	0.978561739	0.504965672	-1.686061025	0.319840703	NA	
chr11_24079023_24079963	0	0	10.93916055	4.436130319	0	1.009931343	-1.053990232	0.697001424	NA	
chr11_24081328_24082155	0	9.192190175	0	3.327097739	0.978561739	0.504965672	-1.024496785	0.641212753	NA	
chr11_26210158_26210727	0	12.63926149	0	0	0.489280869	4.039725372	-1.463055557	0.582962054	NA	
chr11_26387147_26387495	0	5.74511886	0	3.327097739	1.957123477	1.009931343	0.046784134	0.981704039	NA	
chr11_26593361_26593788	0	0	0	8.872260638	2.446404346	4.039725372	4.31300672	0.039552414	NA	
chr11_28583291_28583837	0	2.298047544	1.367395069	0	9.785617386	4.544691044	1.936305953	0.32709301	NA	
chr11_29172125_29173524	1.679615367	1.149023772	4.102185207	1.10903258	1.957123477	2.019862686	-0.404717238	0.781590025	NA	
chr11_29247060_29247529	0	1.149023772	0	13.30839096	2.446404346	0.504965672	3.420188749	0.116197055	NA	
chr11_29373357_29374184	0	0	12.30655562	0	7.339213039	0	-0.732041361	0.827888478	NA	
chr11_29526389_29526598	6.718461468	16.08633281	0	0	0.489280869	0.504965672	-4.284902785	0.032208008	NA	
chr11_29547429_29548012	0	1.149023772	10.93916055	1.10903258	0.978561739	1.009931343	-1.979884546	0.27363995	NA	
chr11_29692881_29693945	0	0	0	0	0.489280869	8.584416416	3.583995809	0.311547584	NA	
chr11_30025815_30026104	0	8.043166403	6.836975344	2.21806516	2.446404346	0	-1.717186425	0.371616807	NA	
chr11_30198340_30198612	0	4.596095088	0	1.10903258	2.446404346	8.584416416	1.351740981	0.49651144	NA	
chr11_30267515_30268545	0	1.149023772	0	1.10903258	7.828493908	1.514897015	2.838246346	0.1881046	NA	
chr11_30649110_30649612	0	0	6.836975344	4.436130319	3.424966085	3.029794029	0.658257758	0.721070655	NA	
chr11_30754898_30755478	1.679615367	0	0	3.327097739	1.957123477	5.554622387	2.87024932	0.138431912	NA	
chr11_30771621_30772484	0	13.78828526	0	5.545162899	1.957123477	0	-0.923518801	0.722279935	NA	
chr11_30954309_30954643	0	0	0	1.10903258	1.957123477	3.534759701	3.128800432	0.234523929	NA	
chr11_31368610_31370299	1.679615367	0	0	5.545162899	3.914246954	7.069519401	3.475598847	0.047122013	NA	
chr11_31671346_31672009	1.679615367	3.447071316	0	4.436130319	2.446404346	1.009931343	0.549865608	0.741670676	NA	
chr11_31870662_31871460	1.679615367	0	0	15.52645612	1.467842608	1.514897015	3.605532162	0.083017819	NA	
chr11_32221590_32222474	8.398076835	1.149023772	0	5.545162899	2.446404346	4.039725372	0.370381412	0.810923609	NA	
chr11_32267338_32267732	0	0	0	22.1806516	1.467842608	0.504965672	4.966454556	0.044837272	NA	
chr11_32347832_32348181	0	1.149023772	0	4.436130319	3.424966085	4.544691044	3.058726655	0.09607667	NA	
chr11_32454567_32456177	0	1.149023772	1.367395069	7.763228058	2.446404346	5.049656715	2.497792995	0.119701293	NA	
chr11_32532758_32533545	1.679615367	5.74511886	0	4.436130319	4.403527824	1.009931343	0.354461915	0.82706997	NA	
chr11_32642317_32643180	0	12.63926149	1.367395069	5.545162899	2.446404346	0.504965672	-0.795856368	0.652924999	NA	
chr11_33122877_33123337	0	1.149023772	0	11.0903258	2.446404346	6.059588058	3.699509969	0.04149755	NA	
chr11_33146776_33148198	0	4.596095088	0	1.10903258	7.828493908	6.059588058	1.651144552	0.381353955	NA	
chr11_33162421_33163415	0	4.596095088	1.367395069	2.21806516	1.467842608	3.029794029	0.10609685	0.947821171	NA	
chr11_33513021_33513849	0	19.53340412	0	0	3.424966085	2.019862686	-1.821196255	0.460705697	NA	
chr11_33680415_33680640	0	8.043166403	4.102185207	4.436130319	1.957123477	6.059588058	-0.008534374	0.99511287	NA	
chr11_33843429_33843784	0	2.298047544	0	0	14.18914521	7.069519401	3.124395623	0.17827795	NA	
chr11_34833362_34833910	0	1.149023772	10.93916055	3.327097739	0.489280869	1.009931343	-1.412374173	0.443307503	NA	
chr11_35120996_35122006	0	0	0	0	7.828493908	9.594347759	4.524030283	0.112423762	NA	
chr11_35769295_35770092	8.398076835	3.447071316	0	1.10903258	2.935685216	0	-1.521746095	0.465597899	NA	
chr11_35834278_35834641	0	0	4.102185207	0	1.957123477	3.534759701	0.44766617	0.865938969	NA	
chr11_35979922_35980712	0	0	0	5.545162899	5.382089562	1.009931343	3.958990299	0.086774926	NA	
chr11_40692329_40692747	0	10.34121395	0	14.41742354	0	0.504965672	0.489435497	0.859143678	NA	
chr11_40694730_40694957	0	0	0	13.30839096	0.489280869	1.514897015	4.302194405	0.089549811	NA	
chr11_40733648_40734143	0	12.63926149	9.571765482	0	0	0.504965672	-5.002240015	0.027980997	NA	
chr11_40754907_40755393	0	5.74511886	0	12.19935838	1.957123477	2.019862686	1.403435412	0.464924974	NA	
chr11_43433682_43433979	10.0776922	0	0	1.10903258	0.978561739	0.504965672	-1.94684044	0.394499886	NA	
chr11_43528462_43529487	6.718461468	4.596095088	5.469580276	1.10903258	1.467842608	1.514897015	-1.995847026	0.088115584	NA	
chr11_43681870_43682698	0	0	0	0	8.807055647	0.504965672	3.622057542	0.303704379	NA	
chr11_43747719_43748045	0	5.74511886	2.734790138	2.21806516	1.467842608	2.524828358	-0.505046515	0.741078471	NA	
chr11_43766965_43767263	0	1.149023772	1.367395069	6.654195479	3.424966085	5.049656715	2.491483495	0.109947698	NA	
chr11_43836436_43836673	0	0	0	0	5.871370431	4.039725372	3.713546639	0.246518083	NA	
chr11_44470111_44470811	0	2.298047544	0	15.52645612	2.935685216	0	2.898499377	0.254673284	NA	
chr11_44518688_44519302	0	5.74511886	0	12.19935838	0.978561739	4.039725372	1.499695761	0.439227136	NA	
chr11_44618233_44618626	5.038846101	0	1.367395069	3.327097739	2.935685216	1.514897015	0.333872809	0.838460166	NA	
chr11_45851701_45852544	3.359230734	0	2.734790138	6.654195479	3.424966085	2.524828358	1.075336956	0.46561645	NA	
chr11_45944310_45945125	0	3.447071316	0	4.436130319	3.914246954	4.039725372	1.735183686	0.317634639	NA	
chr11_46056019_46056350	0	4.596095088	0	0	3.424966085	3.029794029	0.474141036	0.853195405	NA	
chr11_46166194_46166601	0	2.298047544	0	0	5.382089562	6.059588058	2.243619684	0.360136797	NA	
chr11_46436915_46437654	0	2.298047544	0	4.436130319	1.957123477	3.029794029	1.890245712	0.324459542	NA	
chr11_48800313_48800763	0	1.149023772	4.102185207	9.981293218	2.935685216	1.514897015	1.390063321	0.388808341	NA	
chr11_48855410_48855755	0	1.149023772	0	6.654195479	1.467842608	4.039725372	3.008140738	0.124725601	NA	
chr11_49203383_49203838	0	13.78828526	1.367395069	3.327097739	0.489280869	1.514897015	-1.597499129	0.373217086	NA	
chr11_49250478_49250859	0	22.98047544	0	0	1.957123477	0	-3.503768239	0.263234612	NA	
chr11_49712022_49712957	0	0	0	2.21806516	2.446404346	3.534759701	3.432417253	0.151549856	NA	
chr11_49794161_49794992	0	2.298047544	0	4.436130319	6.360651301	2.524828358	2.401713794	0.18488087	NA	
chr11_49846399_49847272	0	0	8.204370413	9.981293218	1.467842608	0	0.452451903	0.864996512	NA	
chr11_49901582_49902260	1.679615367	0	0	4.436130319	5.871370431	11.10924477	3.862337926	0.024701884	NA	
chr11_50024908_50025754	0	1.149023772	0	0	6.84993217	5.049656715	3.022544038	0.223061134	NA	
chr11_50131269_50131721	0	9.192190175	0	0	8.807055647	0	-0.063123343	0.985141303	NA	
chr11_50210277_50210941	5.038846101	4.596095088	0	5.545162899	3.424966085	2.019862686	0.16623523	0.906795595	NA	
chr11_50225175_50225450	0	0	0	21.07161902	0	3.029794029	4.970819732	0.092549794	NA	
chr11_50225692_50225946	0	10.34121395	0	0	0.489280869	4.039725372	-1.177097437	0.662213527	NA	
chr11_50236431_50237500	1.679615367	4.596095088	2.734790138	4.436130319	4.892808693	5.554622387	0.694616748	0.530729475	NA	
chr11_50291634_50292618	3.359230734	0	0	7.763228058	1.467842608	4.039725372	2.079319825	0.278788109	NA	
chr11_50325269_50325990	0	0	4.102185207	0	3.914246954	2.524828358	0.674461316	0.795531595	NA	
chr11_50376899_50378597	0	6.894142631	9.571765482	0	1.467842608	1.009931343	-2.63684964	0.148296599	NA	
chr11_50827446_50827820	0	1.149023772	0	3.327097739	2.446404346	3.029794029	2.560387778	0.194057444	NA	
chr11_50851006_50851671	0	0	1.367395069	5.545162899	5.871370431	3.534759701	3.326977626	0.061958445	NA	
chr11_50915715_50916245	10.0776922	1.149023772	2.734790138	4.436130319	3.424966085	0.504965672	-0.742874733	0.608085426	NA	
chr11_51059272_51059496	0	0	0	0	5.871370431	1.514897015	3.290721529	0.348736131	NA	
chr11_51262870_51263730	0	1.149023772	1.367395069	1.10903258	6.360651301	2.524828358	1.958008096	0.275973319	NA	
chr11_51289767_51290464	0	0	9.571765482	2.21806516	2.446404346	9.089382088	0.530848819	0.784716058	NA	
chr11_51584496_51585010	13.43692294	2.298047544	0	0	3.424966085	2.019862686	-1.456823072	0.455751513	NA	
chr11_51605992_51607098	15.1165383	1.149023772	0	0	2.935685216	1.009931343	-1.960267706	0.351283709	NA	
chr11_51619750_51620108	3.359230734	3.447071316	2.734790138	0	1.467842608	1.514897015	-1.548490995	0.311960769	NA	
chr11_51635615_51636047	1.679615367	8.043166403	0	7.763228058	1.467842608	0	-0.139482235	0.948917417	NA	
chr11_51650412_51651139	0	1.149023772	1.367395069	3.327097739	3.424966085	9.089382088	2.59526917	0.107749935	NA	
chr11_51688626_51689166	15.1165383	3.447071316	0	0	1.467842608	1.514897015	-2.531718476	0.185080672	NA	
chr11_51755967_51756822	0	1.149023772	1.367395069	12.19935838	1.467842608	3.534759701	2.663587337	0.124082082	NA	
chr11_51856327_51858489	0	0	1.367395069	2.21806516	4.892808693	4.544691044	2.99058818	0.115225514	NA	
chr11_51967566_51967897	5.038846101	0	0	0	3.914246954	7.574485073	1.259120821	0.612893736	NA	
chr11_52000148_52000809	0	0	0	0	4.403527824	4.544691044	3.566670445	0.276326832	NA	
chr11_52004136_52004446	0	3.447071316	16.40874083	0	0	0	-5.794741685	0.041210804	NA	
chr11_52231742_52232473	0	2.298047544	0	8.872260638	2.446404346	2.524828358	2.429882756	0.196131189	NA	
chr11_52282634_52283389	8.398076835	1.149023772	0	2.21806516	1.957123477	6.059588058	0.164468551	0.920119022	NA	
chr11_52360504_52361866	1.679615367	3.447071316	2.734790138	4.436130319	2.935685216	2.019862686	0.192788282	0.876965526	NA	
chr11_52396333_52396823	0	0	1.367395069	3.327097739	4.403527824	1.514897015	2.634970562	0.189045562	NA	
chr11_52764518_52765273	0	1.149023772	0	5.545162899	5.382089562	6.059588058	3.516404096	0.04165427	NA	
chr11_53299618_53300762	1.679615367	0	2.734790138	4.436130319	3.424966085	0	0.832042237	0.702625688	NA	
chr11_53324604_53324817	6.718461468	0	2.734790138	4.436130319	2.446404346	2.524828358	0.020137282	0.98927189	NA	
chr11_53350332_53351295	0	0	0	1.10903258	9.785617386	1.514897015	4.039641737	0.10042555	NA	
chr11_53430470_53431262	0	1.149023772	0	2.21806516	1.467842608	2.524828358	2.059661207	0.335819049	NA	
chr11_53519746_53520270	0	4.596095088	5.469580276	4.436130319	7.828493908	0	0.264580882	0.892474944	NA	
chr11_53567249_53567852	0	6.894142631	0	1.10903258	6.84993217	1.009931343	0.355623142	0.866689469	NA	
chr11_53706712_53707411	0	16.08633281	1.367395069	2.21806516	0.978561739	2.019862686	-1.791213424	0.295573702	NA	
chr11_53769896_53770657	3.359230734	1.149023772	1.367395069	1.10903258	3.914246954	1.514897015	0.239114602	0.874123841	NA	
chr11_53859024_53859418	1.679615367	8.043166403	0	2.21806516	3.914246954	2.524828358	-0.19078905	0.903141654	NA	
chr11_54100795_54101372	0	0	0	3.327097739	7.828493908	2.524828358	4.172535356	0.052611157	NA	
chr11_54303909_54304468	0	0	0	2.21806516	6.360651301	2.524828358	3.875365262	0.087976592	NA	
chr11_54437986_54438657	0	6.894142631	0	3.327097739	6.84993217	1.009931343	0.652365268	0.741203972	NA	
chr11_54522424_54523171	1.679615367	13.78828526	0	0	1.467842608	0.504965672	-2.884622023	0.175014172	NA	
chr11_54787032_54787948	0	2.298047544	5.469580276	0	3.914246954	0.504965672	-0.77142595	0.717606923	NA	
chr11_54860578_54860923	0	9.192190175	8.204370413	0	1.467842608	0	-3.453232058	0.13756186	NA	
chr11_54866335_54866984	0	0	0	8.872260638	2.935685216	3.029794029	4.261535717	0.043647762	NA	
chr11_54902772_54903033	0	0	2.734790138	4.436130319	1.957123477	8.584416416	2.448699994	0.185855859	NA	
chr11_54955743_54956304	0	4.596095088	4.102185207	1.10903258	3.424966085	1.514897015	-0.525463146	0.736965337	NA	
chr11_55033250_55033507	0	0	0	0	8.807055647	7.574485073	4.435541718	0.123690964	NA	
chr11_55098016_55098287	0	0	0	1.10903258	3.914246954	6.059588058	3.878554546	0.099280759	NA	
chr11_55204242_55204518	0	3.447071316	6.836975344	3.327097739	1.957123477	1.514897015	-0.66002562	0.657166908	NA	
chr11_55460934_55461289	15.1165383	0	0	2.21806516	4.892808693	2.524828358	-0.611312451	0.759114445	NA	
chr11_57518235_57518873	6.718461468	2.298047544	2.734790138	5.545162899	0	2.524828358	-0.586142768	0.720935387	NA	
chr11_57644953_57645735	0	0	0	2.21806516	10.76417912	11.61421045	5.025197501	0.010841057	NA	
chr11_57801485_57802434	0	0	16.40874083	3.327097739	5.382089562	0	-0.918020086	0.721490018	NA	
chr11_57827496_57828164	0	4.596095088	0	4.436130319	5.382089562	7.574485073	1.834311864	0.2671135	NA	
chr11_58008615_58008827	0	0	21.8783211	0	2.935685216	0	-2.859973957	0.370127494	NA	
chr11_58009211_58010092	0	0	6.836975344	0	5.382089562	4.039725372	0.48025524	0.847021798	NA	
chr11_58097728_58098142	0	0	0	2.21806516	5.871370431	5.554622387	4.174952801	0.049943059	NA	
chr11_58103779_58104705	0	0	0	6.654195479	1.467842608	7.574485073	4.356755898	0.042797162	NA	
chr11_58168157_58168612	0	1.149023772	1.367395069	13.30839096	2.446404346	1.514897015	2.668400673	0.132954969	NA	
chr11_58171829_58172043	0	10.34121395	0	9.981293218	2.446404346	2.019862686	0.420516018	0.827469233	NA	
chr11_58302795_58303044	0	0	9.571765482	3.327097739	1.957123477	0.504965672	-0.761889126	0.723631268	NA	
chr11_58322902_58323440	0	4.596095088	0	13.30839096	0.978561739	2.019862686	1.728838513	0.391812581	NA	
chr11_58330129_58330888	3.359230734	0	0	7.763228058	0.978561739	0.504965672	1.504655862	0.50936278	NA	
chr11_58847137_58847375	0	0	0	0	5.382089562	1.009931343	3.082780628	0.402170234	NA	
chr11_58867173_58867417	15.1165383	0	0	0	0.978561739	4.039725372	-1.541144711	0.553323484	NA	
chr11_58904039_58904304	0	4.596095088	0	0	3.424966085	6.059588058	1.019462262	0.681339702	NA	
chr11_58953894_58955059	0	1.149023772	2.734790138	1.10903258	0.978561739	3.534759701	0.526478526	0.772680968	NA	
chr11_58977895_58978696	0	3.447071316	0	7.763228058	2.446404346	2.019862686	1.699106921	0.364276032	NA	
chr11_59163310_59163770	0	1.149023772	0	0	1.957123477	14.1390388	3.451943856	0.173192614	NA	
chr11_59191614_59192134	0	6.894142631	0	3.327097739	2.446404346	4.039725372	0.452712703	0.807654558	NA	
chr11_59202288_59202800	6.718461468	1.149023772	10.93916055	0	2.446404346	0	-2.831482558	0.143997368	NA	
chr11_59208189_59208715	1.679615367	1.149023772	2.734790138	14.41742354	0.978561739	0	1.430836504	0.468402709	NA	
chr11_59227397_59228536	8.398076835	1.149023772	0	9.981293218	2.935685216	0	0.436512153	0.839009114	NA	
chr11_59264061_59264621	0	2.298047544	2.734790138	8.872260638	4.403527824	5.554622387	1.819569618	0.166824418	NA	
chr11_59288913_59290817	0	2.298047544	0	6.654195479	4.892808693	7.069519401	2.864185197	0.082670372	NA	
chr11_59306411_59307671	0	1.149023772	0	6.654195479	6.84993217	8.584416416	3.898024939	0.018460767	NA	
chr11_59449869_59450691	0	1.149023772	0	3.327097739	1.467842608	5.049656715	2.727336067	0.174501707	NA	
